type	latitude	longitude	altitude (m)	color	opacity	width	name	desc	kml_folder
T	31.337847150	121.217804950	1.0						
T	31.337867961	121.217800383	1.0						
T	31.337884345	121.217795344	1.0						
T	31.337901060	121.217789226	1.0						
T	31.337910725	121.217785609	1.0						
T	31.337918298	121.217782808	1.0						
T	31.337926071	121.217779658	1.0						
T	31.337933932	121.217776169	1.0						
T	31.337946785	121.217770381	1.0						
T	31.337962982	121.217762502	0.9						
T	31.337978225	121.217754318	0.9						
T	31.337995381	121.217744055	0.8						
T	31.338011291	121.217734683	0.7						
T	31.338025524	121.217725008	0.6						
T	31.338037812	121.217715823	0.6						
T	31.338049536	121.217708170	0.5						
T	31.338059698	121.217700823	0.4						
T	31.338068710	121.217693883	0.4						
T	31.338080824	121.217684699	0.3						
T	31.338092154	121.217675923	0.3						
T	31.338105032	121.217663116	0.2						
T	31.338118344	121.217648557	0.1						
T	31.338132557	121.217634375	-0.0						
T	31.338163580	121.217600221	-0.3						
T	31.338209023	121.217553557	-0.6						
T	31.338271193	121.217486698	-1.0						
T	31.338348517	121.217407436	-0.6						
T	31.338432716	121.217323937	0.3						
T	31.338532394	121.217226769	1.4						
T	31.338636170	121.217126436	2.4						
T	31.338702474	121.217062172	2.9						
T	31.338741095	121.217024051	3.2						
T	31.338775287	121.216988534	3.4						
T	31.338843285	121.216920774	3.8						
T	31.338894876	121.216868045	3.7						
T	31.338952725	121.216805886	3.5						
T	31.339159533	121.216588407	2.7						
T	31.339358268	121.216381677	2.0						
T	31.339755218	121.215972898	2.9						
T	31.339848305	121.215875149	2.5						
T	31.339916774	121.215804475	2.4						
T	31.339956013	121.215767002	2.4						
T	31.339988896	121.215738681	2.4						
T	31.340022649	121.215714528	2.4						
T	31.340046593	121.215697300	2.5						
T	31.340068662	121.215682099	2.5						
T	31.340090731	121.215668755	2.6						
T	31.340115433	121.215655159	2.6						
T	31.340136060	121.215644011	2.7						
T	31.340155388	121.215635228	2.7						
T	31.340173563	121.215625431	2.7						
T	31.340195488	121.215616648	2.8						
T	31.340234707	121.215600422	2.8						
T	31.340279172	121.215582855	2.9						
T	31.340560963	121.215470565	3.3						
T	31.340830634	121.215362841	3.7						
T	31.340965425	121.215306375	3.4						
T	31.341169529	121.215219763	3.0						
T	31.341322323	121.215156093	2.3						
T	31.341518539	121.215075232	2.0						
T	31.341706607	121.215000957	2.1						
T	31.341878562	121.214933294	2.5						
T	31.341917155	121.214919263	2.6						
T	31.341947687	121.214909047	2.7						
T	31.341973727	121.214901406	2.8						
T	31.341989546	121.214896774	2.9						
T	31.342007180	121.214892012	2.9						
T	31.342018865	121.214889018	3.0						
T	31.342029333	121.214886737	3.0						
T	31.342042235	121.214884171	3.1						
T	31.342058667	121.214882032	3.2						
T	31.342077287	121.214882125	3.3						
T	31.342097140	121.214884989	3.4						
T	31.342116881	121.214890039	3.5						
T	31.342132882	121.214895715	3.6						
T	31.342149792	121.214903661	3.6						
T	31.342166520	121.214912744	3.7						
T	31.342180177	121.214921829	3.8						
T	31.342193361	121.214932423	3.9						
T	31.342208467	121.214945169	3.9						
T	31.342221152	121.214958771	4.0						
T	31.342234476	121.214974620	4.0						
T	31.342245776	121.214991343	4.0						
T	31.342256250	121.215008035	4.0						
T	31.342265045	121.215025384	3.9						
T	31.342273061	121.215044154	3.8						
T	31.342279098	121.215062815	3.8						
T	31.342284887	121.215085206	3.7						
T	31.342290453	121.215110933	3.6						
T	31.342292057	121.215135225	3.5						
T	31.342292681	121.215161215	3.4						
T	31.342291765	121.215183657	3.3						
T	31.342289433	121.215205612	3.3						
T	31.342283934	121.215227720	3.2						
T	31.342278054	121.215246416	3.1						
T	31.342271138	121.215264370	3.0						
T	31.342264222	121.215281739	3.0						
T	31.342256458	121.215301471	3.0						
T	31.342249625	121.215316400	3.0						
T	31.342240292	121.215335609	3.0						
T	31.342231604	121.215352305	3.0						
T	31.342222438	121.215369845	3.0						
T	31.342213505	121.215388195	3.0						
T	31.342202693	121.215409115	3.0						
T	31.342188780	121.215434366	3.0						
T	31.342171698	121.215465746	3.0						
T	31.342144337	121.215511941	3.0						
T	31.342111898	121.215567360	3.0						
T	31.342070101	121.215630301	3.0						
T	31.342022248	121.215698592	3.0						
T	31.341988427	121.215744726	3.0						
T	31.341956300	121.215786932	3.0						
T	31.341922293	121.215828038	2.9						
T	31.341893894	121.215860512	2.7						
T	31.341863805	121.215895195	2.6						
T	31.341836537	121.215924924	2.4						
T	31.341811301	121.215953631	2.3						
T	31.341781525	121.215982258	2.2						
T	31.341752586	121.216011468	2.1						
T	31.341731116	121.216031287	2.1						
T	31.341707041	121.216053951	2.0						
T	31.341682593	121.216076156	2.0						
T	31.341650717	121.216104100	1.9						
T	31.341619374	121.216129975	1.8						
T	31.341581109	121.216161501	1.7						
T	31.341552743	121.216183706	1.7						
T	31.341510604	121.216213237	1.6						
T	31.341470014	121.216242599	1.6						
T	31.341427781	121.216271902	1.6						
T	31.341388767	121.216298300	1.7						
T	31.341349901	121.216323625	1.7						
T	31.341299258	121.216358152	1.6						
T	31.341259922	121.216382560	1.5						
T	31.341216825	121.216410212	1.4						
T	31.341166258	121.216443647	1.2						
T	31.341116264	121.216473560	1.0						
T	31.341073811	121.216499435	1.1						
T	31.340954894	121.216578345	1.2						
T	31.340792268	121.216687210	1.1						
T	31.340542717	121.216856291	2.0						
T	31.340127922	121.217141933	0.9						
T	31.340087954	121.217169075	0.6						
T	31.340051925	121.217195605	0.4						
T	31.340025432	121.217217391	0.1						
T	31.339998665	121.217240720	0.1						
T	31.339975459	121.217261153	0.2						
T	31.339954593	121.217282035	0.3						
T	31.339938007	121.217299576	0.4						
T	31.339923918	121.217313358	0.5						
T	31.339909618	121.217329691	0.6						
T	31.339888931	121.217352453	0.7						
T	31.339871988	121.217371664	0.8						
T	31.339853858	121.217394148	0.8						
T	31.339834419	121.217418163	0.9						
T	31.339815872	121.217445100	0.9						
T	31.339793730	121.217476867	1.0						
T	31.339775361	121.217506936	1.0						
T	31.339756101	121.217538259	1.0						
T	31.339738359	121.217569771	1.0						
T	31.339722844	121.217597126	1.0						
T	31.339707328	121.217628866	1.1						
T	31.339694845	121.217656221	1.1						
T	31.339683610	121.217681279	1.1						
T	31.339671840	121.217708843	1.2						
T	31.339657515	121.217744504	1.2						
T	31.339645923	121.217776662	1.3						
T	31.339634510	121.217809655	1.4						
T	31.339627912	121.217832207	1.5						
T	31.339620600	121.217857683	1.7						
T	31.339611862	121.217888796	1.8						
T	31.339604551	121.217919492	1.9						
T	31.339596883	121.217956698	2.1						
T	31.339588858	121.217996582	2.3						
T	31.339582964	121.218033701	2.4						
T	31.339577793	121.218073376	2.6						
T	31.339573335	121.218111798	2.6						
T	31.339569947	121.218148549	2.7						
T	31.339568333	121.218189507	2.8						
T	31.339567621	121.218227303	2.8						
T	31.339567265	121.218264680	2.9						
T	31.339568153	121.218304884	3.0						
T	31.339570115	121.218341635	3.0						
T	31.339573683	121.218381518	2.9						
T	31.339578384	121.218426790	2.8						
T	31.339584627	121.218465838	2.8						
T	31.339592297	121.218509479	2.7						
T	31.339601378	121.218554804	2.5						
T	31.339610653	121.218595314	2.4						
T	31.339623743	121.218643208	2.2						
T	31.339635871	121.218684553	2.0						
T	31.339648713	121.218720050	1.8						
T	31.339663160	121.218758680	1.6						
T	31.339681811	121.218800772	1.4						
T	31.339698576	121.218836688	1.2						
T	31.339715552	121.218869615	1.1						
T	31.339735162	121.218905424	0.9						
T	31.339755360	121.218940005	0.8						
T	31.339776451	121.218973466	0.8						
T	31.339796166	121.219004703	0.7						
T	31.339808447	121.219022994	0.7						
T	31.339820726	121.219040001	0.6						
T	31.339830228	121.219053049	0.6						
T	31.339840651	121.219067296	0.6						
T	31.339850668	121.219080452	0.6						
T	31.339858063	121.219089819	0.6						
T	31.339871996	121.219106328	0.6						
T	31.339882694	121.219118730	0.7						
T	31.339894906	121.219132380	0.7						
T	31.339908304	121.219147013	0.7						
T	31.339922255	121.219162256	0.7						
T	31.339932621	121.219173385	0.8						
T	31.339940311	121.219181428	0.8						
T	31.339953866	121.219195186	0.8						
T	31.339969880	121.219209598	0.9						
T	31.339984308	121.219223368	0.9						
T	31.340001088	121.219237139	1.0						
T	31.340016928	121.219251277	1.1						
T	31.340034800	121.219265770	1.2						
T	31.340049385	121.219277521	1.2						
T	31.340063185	121.219289088	1.3						
T	31.340073693	121.219297534	1.4						
T	31.340082485	121.219303814	1.4						
T	31.340093950	121.219312276	1.5						
T	31.340103421	121.219319133	1.6						
T	31.340114696	121.219326781	1.7						
T	31.340127158	121.219334076	1.7						
T	31.340140991	121.219342830	1.8						
T	31.340185605	121.219369791	2.2						
T	31.340234868	121.219397546	2.5						
T	31.340799076	121.219712099	7.0						
T	31.340867239	121.219752370	6.6						
T	31.340914900	121.219782959	6.0						
T	31.340958898	121.219815700	5.6						
T	31.341006823	121.219858787	5.2						
T	31.341053803	121.219907462	5.0						
T	31.341099809	121.219963727	4.9						
T	31.341140078	121.220022880	4.7						
T	31.341178062	121.220087928	4.4						
T	31.341211992	121.220159086	4.1						
T	31.341239768	121.220232950	4.0						
T	31.341263442	121.220315307	3.8						
T	31.341275343	121.220369669	3.7						
T	31.341283719	121.220420935	3.6						
T	31.341289553	121.220476966	3.5						
T	31.341292639	121.220521006	3.4						
T	31.341293667	121.220567971	3.3						
T	31.341292933	121.220615452	3.1						
T	31.341289407	121.220664153	2.8						
T	31.341283971	121.220714902	2.6						
T	31.341276037	121.220763931	2.4						
T	31.341266811	121.220810044	2.1						
T	31.341256085	121.220853568	2.0						
T	31.341243805	121.220894756	2.0						
T	31.341229954	121.220936963	2.0						
T	31.341213475	121.220980069	2.0						
T	31.341195582	121.221020437	2.0						
T	31.341173086	121.221066793	2.0						
T	31.341147334	121.221111811	2.0						
T	31.341121915	121.221154131	2.0						
T	31.341093024	121.221194323	2.0						
T	31.341063344	121.221233202	2.1						
T	31.341029697	121.221272081	2.2						
T	31.340990463	121.221313030	2.3						
T	31.340950480	121.221348435	2.5						
T	31.340908311	121.221382842	2.7						
T	31.340870270	121.221409154	2.9						
T	31.340851341	121.221421300	2.9						
T	31.340836355	121.221430934	3.0						
T	31.340821955	121.221439535	3.0						
T	31.340807409	121.221447965	3.1						
T	31.340786913	121.221459437	3.2						
T	31.340312642	121.221729266	3.8						
T	31.340274249	121.221752342	3.7						
T	31.340242278	121.221775285	3.7						
T	31.340220614	121.221795819	3.6						
T	31.340206765	121.221812034	3.6						
T	31.340194536	121.221827905	3.6						
T	31.340182307	121.221848605	3.6						
T	31.340173393	121.221866450	3.6						
T	31.340165364	121.221886204	3.5						
T	31.340160128	121.221904459	3.5						
T	31.340156056	121.221922851	3.5						
T	31.340153728	121.221939608	3.5						
T	31.340152586	121.221955821	3.5						
T	31.340151888	121.221969717	3.5						
T	31.340151539	121.221982251	3.5						
T	31.340151422	121.221995193	3.5						
T	31.340151655	121.222009089	3.5						
T	31.340153051	121.222023802	3.4						
T	31.340156031	121.222039386	3.4						
T	31.340160186	121.222054630	3.4						
T	31.340164865	121.222069729	3.4						
T	31.340169708	121.222082902	3.4						
T	31.340175087	121.222095070	3.4						
T	31.340181411	121.222106956	3.3						
T	31.340189455	121.222118982	3.3						
T	31.340200020	121.222132960	3.3						
T	31.340209988	121.222145362	3.2						
T	31.340224450	121.222161632	3.2						
T	31.340239500	121.222176085	3.1						
T	31.340258340	121.222192847	3.1						
T	31.340688899	121.222578441	3.3						
T	31.340711872	121.222595615	3.4						
T	31.340726093	121.222602947	3.5						
T	31.340737443	121.222607072	3.5						
T	31.340749185	121.222611349	3.6						
T	31.340758188	121.222614404	3.6						
T	31.340764817	121.222616527	3.6						
T	31.340770721	121.222618025	3.7						
T	31.340776134	121.222618947	3.7						
T	31.340787352	121.222620099	3.7						
T	31.340802589	121.222620445	3.8						
T	31.340815578	121.222619984	3.8						
T	31.340832503	121.222618487	3.9						
T	31.340846297	121.222616874	3.8						
T	31.340860074	121.222613187	3.8						
T	31.340869596	121.222609893	3.8						
T	31.340881193	121.222605073	3.8						
T	31.340896206	121.222597021	3.8						
T	31.340907276	121.222590263	3.7						
T	31.340915559	121.222584564	3.7						
T	31.340936608	121.222569436	3.7						
T	31.340981419	121.222537584	3.7						
T	31.341028984	121.222502398	3.7						
T	31.341265413	121.222336772	3.4						
T	31.341513947	121.222159694	2.8						
T	31.341804112	121.221945901	1.5						
T	31.341936749	121.221848215	0.7						
T	31.341986066	121.221813103	0.7						
T	31.342171390	121.221682766	0.9						
T	31.342531005	121.221435202	2.2						
T	31.342709738	121.221311343	3.1						
T	31.343054149	121.221072582	3.7						
T	31.343308635	121.220890463	3.3						
T	31.343801717	121.220525443	-0.4						
T	31.344205786	121.220229578	-0.3						
T	31.344276947	121.220176956	0.6						
T	31.344315160	121.220147239	1.2						
T	31.344337339	121.220127793	1.6						
T	31.344347214	121.220118186	1.7						
T	31.344353941	121.220110777	1.9						
T	31.344358843	121.220105238	2.0						
T	31.344363684	121.220098564	2.1						
T	31.344366898	121.220093702	2.2						
T	31.344368925	121.220090402	2.2						
T	31.344370421	121.220087457	2.3						
T	31.344371700	121.220083480	2.4						
T	31.344372891	121.220078211	2.4						
T	31.344373597	121.220073304	2.5						
T	31.344374101	121.220068506	2.6						
T	31.344374184	121.220064289	2.6						
T	31.344374268	121.220059295	2.7						
T	31.344374066	121.220054728	2.8						
T	31.344373812	121.220050042	2.8						
T	31.344373154	121.220044882	2.9						
T	31.344372292	121.220039306	3.0						
T	31.344370874	121.220031952	3.0						
T	31.344368114	121.220022354	3.2						
T	31.344363988	121.220012692	3.3						
T	31.344360122	121.220003574	3.3						
T	31.344353251	121.219992150	3.4						
T	31.344342222	121.219973873	3.4						
T	31.344327644	121.219952949	3.3						
T	31.344311218	121.219932738	3.3						
T	31.344292592	121.219909518	3.2						
T	31.344271982	121.219887343	3.2						
T	31.344244616	121.219861682	3.1						
T	31.344216074	121.219836993	2.9						
T	31.344181463	121.219807691	2.8						
T	31.344162208	121.219790535	2.7						
T	31.344140509	121.219772788	2.7						
T	31.344112098	121.219742616	2.7						
T	31.344080873	121.219705906	2.7						
T	31.344052378	121.219661699	2.5						
T	31.344031006	121.219620203	2.3						
T	31.344012938	121.219577820	2.2						
T	31.343997730	121.219531558	2.1						
T	31.343987212	121.219482634	2.0						
T	31.343983758	121.219428993	1.9						
T	31.343984287	121.219387847	1.8						
T	31.343989930	121.219336316	1.6						
T	31.343999842	121.219283938	1.4						
T	31.344018952	121.219229215	1.2						
T	31.344043451	121.219181870	1.1						
T	31.344066230	121.219145959	1.0						
T	31.344088703	121.219113167	0.9						
T	31.344109663	121.219086632	0.9						
T	31.344135572	121.219056463	1.0						
T	31.344160063	121.219029665	1.0						
T	31.344185681	121.219004283	1.0						
T	31.344213629	121.218979868	1.1						
T	31.344243936	121.218954436	1.2						
T	31.344269196	121.218933459	1.3						
T	31.344304456	121.218908468	1.5						
T	31.344337495	121.218887448	1.6						
T	31.344371978	121.218868364	1.8						
T	31.344410186	121.218850639	2.0						
T	31.344446282	121.218834831	2.2						
T	31.344486973	121.218819937	2.4						
T	31.344527166	121.218808029	2.5						
T	31.344569270	121.218796806	2.6						
T	31.344607592	121.218789463	2.7						
T	31.344635935	121.218783459	2.8						
T	31.344663792	121.218781151	2.9						
T	31.344688633	121.218780416	2.9						
T	31.344722067	121.218778527	3.0						
T	31.344761659	121.218778631	3.0						
T	31.344793385	121.218780833	3.0						
T	31.344835988	121.218784922	3.0						
T	31.344865733	121.218788382	3.0						
T	31.344907764	121.218797946	3.0						
T	31.344936688	121.218805287	3.0						
T	31.344959992	121.218811527	3.0						
T	31.344995195	121.218824322	3.0						
T	31.345052551	121.218848138	3.0						
T	31.345077453	121.218858206	3.0						
T	31.345098682	121.218868799	3.0						
T	31.345134194	121.218888630	3.0						
T	31.345157354	121.218903208	3.0						
T	31.345188753	121.218925416	3.0						
T	31.345214331	121.218945383	3.0						
T	31.345245523	121.218971776	3.0						
T	31.345264065	121.218988766	3.0						
T	31.345297419	121.219024730	2.9						
T	31.345326960	121.219057983	2.8						
T	31.345346251	121.219083281	2.8						
T	31.345370540	121.219117995	2.7						
T	31.345385947	121.219141593	2.6						
T	31.345408675	121.219178873	2.6						
T	31.345421037	121.219202156	2.6						
T	31.345440205	121.219240970	2.7						
T	31.345453104	121.219269498	2.7						
T	31.345471718	121.219315252	2.8						
T	31.345485051	121.219352684	2.9						
T	31.345495980	121.219388881	3.0						
T	31.345504401	121.219419926	3.1						
T	31.345514666	121.219460860	3.2						
T	31.345522549	121.219495786	3.3						
T	31.345529847	121.219537003	3.4						
T	31.345535581	121.219572349	3.5						
T	31.345541868	121.219617103	3.6						
T	31.345546706	121.219658112	3.8						
T	31.345550961	121.219711265	4.0						
T	31.345553201	121.219759512	4.0						
T	31.345554367	121.219813631	4.0						
T	31.345554725	121.219854580	4.0						
T	31.345554188	121.219901113	4.0						
T	31.345552756	121.219932868	4.0						
T	31.345550606	121.219964333	4.0						
T	31.345547471	121.219995168	4.0						
T	31.345539321	121.220048865	3.8						
T	31.345528131	121.220118783	3.5						
T	31.345514541	121.220179150	3.2						
T	31.345501350	121.220230193	3.0						
T	31.345485283	121.220285119	2.7						
T	31.345467070	121.220337041	2.3						
T	31.345448974	121.220387093	1.8						
T	31.345430355	121.220429136	1.5						
T	31.345412051	121.220469560	1.1						
T	31.345393671	121.220504878	0.8						
T	31.345368676	121.220552205	0.4						
T	31.345338098	121.220607644	0.2						
T	31.345300489	121.220663704	0.1						
T	31.345260090	121.220717564	0.1						
T	31.345225280	121.220762024	0.3						
T	31.345179735	121.220812900	0.7						
T	31.345135913	121.220857886	1.0						
T	31.345083763	121.220906701	1.3						
T	31.345029033	121.220951185	1.5						
T	31.344973010	121.220994801	1.5						
T	31.344904309	121.221049466	1.8						
T	31.344659174	121.221246187	3.3						
T	31.344326203	121.221510523	4.6						
T	31.343966042	121.221778729	2.8						
T	31.343702719	121.221976641	1.9						
T	31.343334535	121.222262194	2.0						
T	31.343125299	121.222426363	2.7						
T	31.343025660	121.222504396	3.1						
T	31.342889402	121.222611894	3.6						
T	31.342813486	121.222672128	3.9						
T	31.342642818	121.222803266	3.9						
T	31.342027498	121.223269905	2.2						
T	31.341803701	121.223440869	1.2						
T	31.341516693	121.223665266	1.3						
T	31.341284048	121.223851991	3.5						
T	31.341131411	121.223972634	4.9						
T	31.340947452	121.224115192	4.5						
T	31.340812783	121.224217175	3.8						
T	31.340707618	121.224296761	3.5						
T	31.340543675	121.224426072	4.0						
T	31.340374994	121.224561188	5.1						
T	31.340212055	121.224688781	5.4						
T	31.339833878	121.224974821	4.3						
T	31.339614527	121.225141768	3.5						
T	31.339517610	121.225212478	2.7						
T	31.339109059	121.225520157	2.1						
T	31.338995543	121.225609451	2.6						
T	31.338831101	121.225739419	3.1						
T	31.338583660	121.225931973	3.0						
T	31.338393489	121.226076430	3.0						
T	31.338115025	121.226295193	3.1						
T	31.337700128	121.226608840	2.1						
T	31.337449991	121.226800493	2.4						
T	31.337257989	121.226955385	3.8						
T	31.337072422	121.227102739	4.8						
T	31.336835913	121.227286425	4.4						
T	31.336733785	121.227364300	4.3						
T	31.336608639	121.227462537	4.1						
T	31.336436649	121.227588317	3.0						
T	31.336266088	121.227719398	3.1						
T	31.336184415	121.227784935	3.3						
T	31.336119721	121.227833575	3.2						
T	31.336064781	121.227874224	3.3						
T	31.336038444	121.227895513	3.4						
T	31.336021938	121.227909139	3.5						
T	31.336005802	121.227921241	3.5						
T	31.335989700	121.227934144	3.6						
T	31.335973297	121.227947030	3.6						
T	31.335963055	121.227955240	3.6						
T	31.335952461	121.227963445	3.7						
T	31.335942312	121.227969750	3.7						
T	31.335928847	121.227975563	3.7						
T	31.335917529	121.227979062	3.7						
T	31.335907039	121.227981413	3.7						
T	31.335895988	121.227982831	3.7						
T	31.335885236	121.227982444	3.7						
T	31.335873896	121.227981592	3.7						
T	31.335861969	121.227980036	3.7						
T	31.335849444	121.227976452	3.7						
T	31.335839720	121.227972739	3.7						
T	31.335829836	121.227967765	3.7						
T	31.335818366	121.227960985	3.7						
T	31.335808251	121.227953164	3.7						
T	31.335801747	121.227946722	3.7						
T	31.335792603	121.227936513	3.7						
T	31.335783169	121.227923673	3.6						
T	31.335774436	121.227909783	3.6						
T	31.335766284	121.227894668	3.5						
T	31.335760432	121.227882776	3.5						
T	31.335755945	121.227871296	3.4						
T	31.335750220	121.227856410	3.4						
T	31.335745736	121.227841292	3.3						
T	31.335741974	121.227827061	3.2						
T	31.335739140	121.227810962	3.2						
T	31.335736977	121.227794017	3.1						
T	31.335736302	121.227778679	3.0						
T	31.335736242	121.227761727	3.0						
T	31.335737676	121.227745137	2.9						
T	31.335740281	121.227727461	2.9						
T	31.335744212	121.227709449	2.8						
T	31.335748713	121.227691994	2.8						
T	31.335754614	121.227667369	2.7						
T	31.335762000	121.227639509	2.6						
T	31.335768388	121.227615231	2.6						
T	31.335775180	121.227589052	2.5						
T	31.335784120	121.227553779	2.3						
T	31.335798076	121.227509536	2.2						
T	31.335813473	121.227464623	2.1						
T	31.335832119	121.227421099	2.0						
T	31.335863801	121.227364911	1.8						
T	31.335885047	121.227330111	1.7						
T	31.335909530	121.227294745	1.5						
T	31.335941766	121.227252696	1.3						
T	31.335972207	121.227213520	1.0						
T	31.335992673	121.227181139	0.9						
T	31.336008109	121.227157261	0.8						
T	31.336034584	121.227115887	0.7						
T	31.336066382	121.227061669	0.7						
T	31.336087759	121.227028394	0.7						
T	31.336113127	121.226996807	0.8						
T	31.336139308	121.226969905	1.0						
T	31.336169612	121.226944812	1.2						
T	31.336205515	121.226915206	1.5						
T	31.336282676	121.226851096	2.1						
T	31.336448009	121.226715164	3.0						
T	31.336603594	121.226581567	3.8						
T	31.336840080	121.226378670	3.4						
T	31.336953815	121.226283527	3.4						
T	31.337127395	121.226134961	3.9						
